forecast_date,target,target_end_date,location,type,quantile,value
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.01,0
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.025,0
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.05,0
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.1,159.445
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.15,574.217
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.2,1146.438
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.25,1452.431
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.3,1781.965
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.35,1985.07
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.4,2247.942
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.45,2437.767
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.5,2928.408
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.55,3166.197
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.6,3416.752
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.65,3616.953
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.7,3792.298
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.75,4148.851
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.8,4948.159
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.85,5190.82
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.9,5987.504
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.95,6933.032
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.975,7659.156
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,quantile,0.99,8768.198
2026-03-28,1 wk ahead admissions_influenza,2026-04-04,US,point,NA,2928.408
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.01,0
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.025,0
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.05,0
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.1,0
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.15,111.59
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.2,529.218
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.25,861.709
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.3,1370.384
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.35,1605.186
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.4,1979.322
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.45,2569.175
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.5,2987.812
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.55,3264.665
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.6,3708.67
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.65,3992.556
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.7,4889.265
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.75,5134.693
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.8,5377.185
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.85,6049.819
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.9,6734.622
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.95,7924.459
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.975,9115.899
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,quantile,0.99,9646.37
2026-03-28,2 wk ahead admissions_influenza,2026-04-11,US,point,NA,2987.812
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.01,0
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.025,0
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.05,0
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.1,0
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.15,0
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.2,7.989
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.25,353.481
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.3,729.528
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.35,1284.467
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.4,1927.332
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.45,2255.054
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.5,2771.591
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.55,3245.035
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.6,3786.361
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.65,4305.736
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.7,4834.956
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.75,5352.423
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.8,5877.855
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.85,6644.107
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.9,7239.099
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.95,8338.077
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.975,9956.028
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,quantile,0.99,11476.393
2026-03-28,3 wk ahead admissions_influenza,2026-04-18,US,point,NA,2771.591
2026-03-28,4 wk ahead admissions_influenza,2026-04-25,US,quantile,0.01,0
2026-03-28,4 wk ahead admissions_influenza,2026-04-25,US,quantile,0.025,0
2026-03-28,4 wk ahead admissions_influenza,2026-04-25,US,quantile,0.05,0
2026-03-28,4 wk ahead admissions_influenza,2026-04-25,US,quantile,0.1,0
