forecast_date,target,target_end_date,location,type,quantile,value
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.01,1625.889
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.025,1972.55
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.05,2177.947
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.1,2550.131
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.15,2676.003
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.2,2849.658
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.25,2942.52
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.3,3042.525
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.35,3104.162
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.4,3183.937
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.45,3241.545
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.5,3390.442
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.55,3462.605
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.6,3538.642
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.65,3599.398
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.7,3652.611
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.75,3760.816
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.8,4003.386
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.85,4077.028
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.9,4318.802
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.95,4605.746
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.975,4826.106
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,quantile,0.99,5162.673
2025-11-29,1 wk ahead admissions_influenza,2025-12-06,US,point,NA,3390.442
2025-11-29,2 wk ahead admissions_influenza,2025-12-13,US,quantile,0.01,871.412
2025-11-29,2 wk ahead admissions_influenza,2025-12-13,US,quantile,0.025,1535.175
2025-11-29,2 wk ahead admissions_influenza,2025-12-13,US,quantile,0.05,2050.408
2025-11-29,2 wk ahead admissions_influenza,2025-12-13,US,quantile,0.1,2310.179
2025-11-29,2 wk ahead admissions_influenza,2025-12-13,US,quantile,0.15,2535.608
2025-11-29,2 wk ahead admissions_influenza,2025-12-13,US,quantile,0.2,2662.347
2025-11-29,2 wk ahead admissions_influenza,2025-12-13,US,quantile,0.25,2763.25
2025-11-29,2 wk ahead admissions_influenza,2025-12-13,US,quantile,0.3,2917.62
2025-11-29,2 wk ahead admissions_influenza,2025-12-13,US,quantile,0.35,2988.877
2025-11-29,2 wk ahead admissions_influenza,2025-12-13,US,quantile,0.4,3102.418
2025-11-29,2 wk ahead admissions_influenza,2025-12-13,US,quantile,0.45,3281.424
2025-11-29,2 wk ahead admissions_influenza,2025-12-13,US,quantile,0.5,3408.469
