forecast_date,target,target_end_date,location,type,quantile,value
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.01,1292.901
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.025,1502.208
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.05,1626.223
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.1,1850.941
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.15,1926.94
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.2,2031.79
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.25,2087.858
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.3,2148.239
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.35,2185.454
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.4,2233.621
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.45,2268.403
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.5,2358.305
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.55,2401.875
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.6,2447.785
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.65,2484.469
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.7,2516.597
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.75,2581.93
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.8,2728.389
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.85,2772.852
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.9,2918.831
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.95,3092.082
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.975,3225.131
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,quantile,0.99,3428.344
2025-11-22,1 wk ahead admissions_influenza,2025-11-29,US,point,NA,2358.305
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.01,837.362
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.025,1238.13
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.05,1549.218
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.1,1706.062
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.15,1842.172
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.2,1918.695
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.25,1979.618
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.3,2072.824
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.35,2115.847
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.4,2184.401
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.45,2292.481
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.5,2369.189
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.55,2419.918
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.6,2501.274
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.65,2553.291
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.7,2717.597
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.75,2762.568
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.8,2807
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.85,2930.249
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.9,3055.727
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.95,3273.744
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.975,3492.054
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,quantile,0.99,3589.254
2025-11-22,2 wk ahead admissions_influenza,2025-12-06,US,point,NA,2369.189
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.01,845.608
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.025,978.031
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.05,1098.257
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.1,1422.175
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.15,1658.302
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.2,1794.89
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.25,1886.494
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.3,1955.398
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.35,2057.081
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.4,2174.875
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.45,2234.924
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.5,2329.571
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.55,2416.321
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.6,2515.509
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.65,2610.676
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.7,2707.646
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.75,2802.463
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.8,2898.739
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.85,3039.142
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.9,3148.163
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.95,3349.532
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.975,3645.993
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,quantile,0.99,3924.573
2025-11-22,3 wk ahead admissions_influenza,2025-12-13,US,point,NA,2329.571
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.01,865.887
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.025,944.328
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.05,1056.91
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.1,1276.032
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.15,1476.98
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.2,1658.16
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.25,1807.13
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.3,1954.604
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.35,2100.582
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.4,2259.692
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.45,2408.881
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.5,2470.51
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.55,2520.703
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.6,2593.461
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.65,2663.392
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.7,2731.318
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.75,2803.188
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.8,2987.526
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.85,3017.262
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.9,3322.727
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.95,3677.731
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.975,3767.068
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,quantile,0.99,3873.119
2025-11-22,4 wk ahead admissions_influenza,2025-12-20,US,point,NA,2470.51
