forecast_date,target,target_end_date,location,type,quantile,value
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.01,3186.542
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.025,3962.914
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.05,4422.916
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.1,5256.448
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.15,5538.349
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.2,5927.262
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.25,6135.232
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.3,6359.201
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.35,6497.242
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.4,6675.904
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.45,6804.919
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.5,7138.385
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.55,7300
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.6,7470.291
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.65,7606.358
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.7,7725.532
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.75,7967.865
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.8,8511.118
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.85,8676.044
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.9,9217.513
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.95,9860.145
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.975,10353.658
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,quantile,0.99,11107.424
2025-12-13,1 wk ahead admissions_influenza,2025-12-20,US,point,NA,7138.385
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.01,1496.839
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.025,2983.382
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.05,4137.284
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.1,4719.059
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.15,5223.924
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.2,5507.766
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.25,5733.744
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.3,6079.468
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.35,6239.052
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.4,6493.335
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.45,6894.231
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.5,7178.759
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.55,7366.924
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.6,7668.694
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.65,7861.638
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.7,8471.09
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.75,8637.897
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.8,8802.707
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.85,9259.865
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.9,9725.295
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.95,10533.973
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.975,11343.74
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,quantile,0.99,11704.277
2025-12-13,2 wk ahead admissions_influenza,2025-12-27,US,point,NA,7178.759
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.01,1527.423
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.025,2018.611
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.05,2464.56
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.1,3666.053
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.15,4541.903
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.2,5048.543
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.25,5388.325
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.3,5643.908
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.35,6021.074
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.4,6458
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.45,6680.738
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.5,7031.805
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.55,7353.583
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.6,7721.497
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.65,8074.492
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.7,8434.179
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.75,8785.877
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.8,9142.989
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.85,9663.776
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.9,10068.165
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.95,10815.09
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.975,11914.737
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,quantile,0.99,12948.059
2025-12-13,3 wk ahead admissions_influenza,2026-01-03,US,point,NA,7031.805
2025-12-13,4 wk ahead admissions_influenza,2026-01-10,US,quantile,0.01,1602.645
2025-12-13,4 wk ahead admissions_influenza,2026-01-10,US,quantile,0.025,1893.601
2025-12-13,4 wk ahead admissions_influenza,2026-01-10,US,quantile,0.05,2311.195
2025-12-13,4 wk ahead admissions_influenza,2026-01-10,US,quantile,0.1,3123.97
