forecast_date,target,target_end_date,location,type,quantile,value
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.01,0
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.025,0
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.05,0
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.1,0
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.15,19.027
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.2,450.059
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.25,700.437
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.3,970.078
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.35,1136.268
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.4,1351.364
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.45,1506.687
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.5,1908.154
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.55,2102.725
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.6,2307.742
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.65,2471.556
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.7,2615.032
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.75,2906.781
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.8,3560.814
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.85,3759.371
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.9,4411.257
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.95,5184.935
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.975,5779.085
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,quantile,0.99,6686.559
2026-04-11,1 wk ahead admissions_influenza,2026-04-18,US,point,NA,1908.154
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.01,0
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.025,0
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.05,0
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.1,0
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.15,0
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.2,0
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.25,217.079
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.3,633.302
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.35,825.429
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.4,1131.565
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.45,1614.212
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.5,1956.761
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.55,2183.296
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.6,2546.603
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.65,2778.892
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.7,3512.624
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.75,3713.446
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.8,3911.864
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.85,4462.246
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.9,5022.586
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.95,5996.169
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.975,6971.064
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,quantile,0.99,7405.122
2026-04-11,2 wk ahead admissions_influenza,2026-04-25,US,point,NA,1956.761
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.01,0
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.025,0
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.05,0
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.1,0
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.15,0
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.2,0
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.25,0
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.3,108.923
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.35,563.001
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.4,1089.025
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.45,1357.183
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.5,1779.839
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.55,2167.235
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.6,2610.173
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.65,3035.152
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.7,3468.186
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.75,3891.603
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.8,4321.537
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.85,4948.522
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.9,5435.374
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.95,6334.612
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.975,7658.499
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,quantile,0.99,8902.536
2026-04-11,3 wk ahead admissions_influenza,2026-05-02,US,point,NA,1779.839
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.01,0
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.025,0
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.05,0
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.1,0
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.15,0
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.2,0
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.25,0
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.3,113.667
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.35,757.26
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.4,1467.787
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.45,2134.009
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.5,2409.223
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.55,2633.367
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.6,2958.276
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.65,3270.562
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.7,3573.897
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.75,3894.838
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.8,4718.025
2026-04-11,4 wk ahead admissions_influenza,2026-05-09,US,quantile,0.85,4850.815
