forecast_date,target,target_end_date,location,type,quantile,value
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.01,4313.297
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.025,5483.589
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.05,6176.99
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.1,7433.445
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.15,7858.379
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.2,8444.62
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.25,8758.111
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.3,9095.719
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.35,9303.8
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.4,9573.113
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.45,9767.588
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.5,10270.251
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.55,10513.867
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.6,10770.56
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.65,10975.666
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.7,11155.308
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.75,11520.597
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.8,12339.489
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.85,12588.096
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.9,13404.299
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.95,14372.994
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.975,15116.909
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,quantile,0.99,16253.125
2026-02-28,1 wk ahead admissions_influenza,2026-03-07,US,point,NA,10270.251
2026-02-28,2 wk ahead admissions_influenza,2026-03-14,US,quantile,0.01,1766.262
2026-02-28,2 wk ahead admissions_influenza,2026-03-14,US,quantile,0.025,4007.057
2026-02-28,2 wk ahead admissions_influenza,2026-03-14,US,quantile,0.05,5746.432
2026-02-28,2 wk ahead admissions_influenza,2026-03-14,US,quantile,0.1,6623.391
2026-02-28,2 wk ahead admissions_influenza,2026-03-14,US,quantile,0.15,7384.418
2026-02-28,2 wk ahead admissions_influenza,2026-03-14,US,quantile,0.2,7812.278
2026-02-28,2 wk ahead admissions_influenza,2026-03-14,US,quantile,0.25,8152.915
2026-02-28,2 wk ahead admissions_influenza,2026-03-14,US,quantile,0.3,8674.053
2026-02-28,2 wk ahead admissions_influenza,2026-03-14,US,quantile,0.35,8914.609
2026-02-28,2 wk ahead admissions_influenza,2026-03-14,US,quantile,0.4,9297.911
2026-02-28,2 wk ahead admissions_influenza,2026-03-14,US,quantile,0.45,9902.216
2026-02-28,2 wk ahead admissions_influenza,2026-03-14,US,quantile,0.5,10331.11
2026-02-28,2 wk ahead admissions_influenza,2026-03-14,US,quantile,0.55,10614.747
