forecast_date,target,target_end_date,location,type,quantile,value
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.01,8917.218
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.025,9884.562
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.05,10457.716
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.1,11496.281
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.15,11847.524
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.2,12332.102
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.25,12591.228
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.3,12870.289
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.35,13042.285
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.4,13264.895
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.45,13425.645
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.5,13841.138
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.55,14042.507
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.6,14254.685
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.65,14424.223
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.7,14572.711
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.75,14874.653
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.8,15551.536
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.85,15757.03
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.9,16431.69
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.95,17232.398
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.975,17847.305
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,quantile,0.99,18786.483
2026-02-14,1 wk ahead admissions_influenza,2026-02-21,US,point,NA,13841.138
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.01,6811.881
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.025,8664.085
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.05,10101.824
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.1,10826.704
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.15,11455.756
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.2,11809.418
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.25,12090.982
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.3,12521.747
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.35,12720.586
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.4,13037.418
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.45,13536.926
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.5,13891.443
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.55,14125.893
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.6,14501.892
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.65,14742.296
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.7,15501.662
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.75,15709.5
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.8,15914.85
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.85,16484.461
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.9,17064.377
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.95,18071.973
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.975,19080.927
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,quantile,0.99,19530.15
2026-02-14,2 wk ahead admissions_influenza,2026-02-28,US,point,NA,13891.443
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.01,6849.987
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.025,7461.999
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.05,8017.643
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.1,9514.679
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.15,10605.971
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.2,11237.235
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.25,11660.597
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.3,11979.048
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.35,12448.99
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.4,12993.391
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.45,13270.918
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.5,13708.34
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.55,14109.269
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.6,14567.683
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.65,15007.509
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.7,15455.671
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.75,15893.881
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.8,16338.835
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.85,16987.725
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.9,17491.586
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.95,18422.24
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.975,19792.379
2026-02-14,3 wk ahead admissions_influenza,2026-03-07,US,quantile,0.99,21079.879
