,location,target_end_date,value,target_type
0,02,2020-01-25,0.0,wk ahead inc case
1,02,2020-02-01,0.0,wk ahead inc case
2,02,2020-02-08,0.0,wk ahead inc case
3,02,2020-02-15,0.0,wk ahead inc case
4,02,2020-02-22,0.0,wk ahead inc case
5,02,2020-02-29,0.0,wk ahead inc case
6,02,2020-03-07,0.0,wk ahead inc case
7,02,2020-03-14,1.0,wk ahead inc case
8,02,2020-03-21,15.0,wk ahead inc case
9,02,2020-03-28,76.0,wk ahead inc case
10,02,2020-04-04,80.0,wk ahead inc case
11,02,2020-04-11,89.0,wk ahead inc case
12,02,2020-04-18,58.0,wk ahead inc case
13,02,2020-04-25,25.0,wk ahead inc case
14,02,2020-05-02,26.0,wk ahead inc case
15,02,2020-05-09,15.0,wk ahead inc case
16,02,2020-05-16,18.0,wk ahead inc case
17,02,2020-05-23,20.0,wk ahead inc case
18,02,2020-05-30,32.0,wk ahead inc case
19,02,2020-06-06,131.0,wk ahead inc case
20,02,2020-06-13,145.0,wk ahead inc case
21,02,2020-06-20,125.0,wk ahead inc case
22,02,2020-06-27,183.0,wk ahead inc case
23,02,2020-07-04,310.0,wk ahead inc case
24,02,2020-07-11,332.0,wk ahead inc case
25,02,2020-07-18,495.0,wk ahead inc case
26,02,2020-07-25,733.0,wk ahead inc case
27,02,2020-08-01,955.0,wk ahead inc case
28,02,2020-08-08,550.0,wk ahead inc case
29,02,2020-08-15,583.0,wk ahead inc case
30,02,2020-08-22,547.0,wk ahead inc case
31,02,2020-08-29,533.0,wk ahead inc case
32,02,2020-09-05,496.0,wk ahead inc case
33,02,2020-09-12,546.0,wk ahead inc case
34,02,2020-09-19,552.0,wk ahead inc case
35,02,2020-09-26,704.0,wk ahead inc case
36,02,2020-10-03,880.0,wk ahead inc case
37,02,2020-10-10,1177.0,wk ahead inc case
38,02,2020-10-17,1361.0,wk ahead inc case
39,02,2020-10-24,1595.0,wk ahead inc case
40,02,2020-10-31,2738.0,wk ahead inc case
41,02,2020-11-07,2872.0,wk ahead inc case
42,02,2020-11-14,3812.0,wk ahead inc case
43,02,2020-11-21,4051.0,wk ahead inc case
44,02,2020-11-28,4193.0,wk ahead inc case
45,02,2020-12-05,4784.0,wk ahead inc case
46,02,2020-12-12,4080.0,wk ahead inc case
47,02,2020-12-19,3123.0,wk ahead inc case
48,02,2020-12-26,1765.0,wk ahead inc case
49,02,2021-01-02,2178.0,wk ahead inc case
50,02,2021-01-09,2075.0,wk ahead inc case
51,02,2021-01-16,1645.0,wk ahead inc case
52,02,2021-01-23,1396.0,wk ahead inc case
53,02,2021-01-30,1002.0,wk ahead inc case
54,02,2021-02-06,1010.0,wk ahead inc case
55,02,2021-02-13,1120.0,wk ahead inc case
56,02,2021-02-20,986.0,wk ahead inc case
57,02,2021-02-27,878.0,wk ahead inc case
58,02,2021-03-06,1025.0,wk ahead inc case
59,02,2021-03-13,928.0,wk ahead inc case
60,02,2021-03-20,897.0,wk ahead inc case
61,02,2021-03-27,1097.0,wk ahead inc case
62,02,2021-04-03,1234.0,wk ahead inc case
63,02,2021-04-10,1274.0,wk ahead inc case
64,02,2021-04-17,1123.0,wk ahead inc case
65,02,2021-04-24,1123.0,wk ahead inc case
66,02,2021-05-01,1074.0,wk ahead inc case
67,02,2021-05-08,729.0,wk ahead inc case
68,02,2021-05-15,576.0,wk ahead inc case
69,02,2021-05-22,426.0,wk ahead inc case
70,02,2021-05-29,296.0,wk ahead inc case
71,02,2021-06-05,256.0,wk ahead inc case
72,02,2021-06-12,178.0,wk ahead inc case
73,02,2021-06-19,195.0,wk ahead inc case
74,02,2021-06-26,137.0,wk ahead inc case
75,02,2021-07-03,303.0,wk ahead inc case
76,02,2021-07-10,336.0,wk ahead inc case
77,02,2021-07-17,685.0,wk ahead inc case
78,02,2021-07-24,1365.0,wk ahead inc case
79,02,2021-07-31,1647.0,wk ahead inc case
80,02,2021-08-07,2090.0,wk ahead inc case
81,02,2021-08-14,2220.0,wk ahead inc case
82,02,2021-08-21,3300.0,wk ahead inc case
83,02,2021-08-28,3574.0,wk ahead inc case
84,02,2021-09-04,3836.0,wk ahead inc case
85,02,2021-09-11,4497.0,wk ahead inc case
86,02,2021-09-18,5150.0,wk ahead inc case
87,02,2021-09-25,7252.0,wk ahead inc case
88,02,2021-10-02,7974.0,wk ahead inc case
89,02,2021-10-09,5603.0,wk ahead inc case
90,02,2021-10-16,6310.0,wk ahead inc case
91,02,2021-10-23,5421.0,wk ahead inc case
92,02,2021-10-30,4588.0,wk ahead inc case
93,02,2021-11-06,4183.0,wk ahead inc case
94,02,2021-11-13,3028.0,wk ahead inc case
95,02,2021-11-20,2869.0,wk ahead inc case
96,02,2021-11-27,1970.0,wk ahead inc case
97,02,2021-12-04,1833.0,wk ahead inc case
98,02,2021-12-11,1380.0,wk ahead inc case
99,02,2021-12-18,1169.0,wk ahead inc case
100,02,2021-12-25,637.0,wk ahead inc case
101,02,2022-01-01,1840.0,wk ahead inc case
102,02,2022-01-08,8093.0,wk ahead inc case
103,02,2022-01-15,13084.0,wk ahead inc case
104,02,2022-01-22,16477.0,wk ahead inc case
105,02,2022-01-29,16838.0,wk ahead inc case
106,02,2022-02-05,12278.0,wk ahead inc case
107,02,2022-02-12,7108.0,wk ahead inc case
108,02,2022-02-19,3774.0,wk ahead inc case
109,02,2022-02-26,2687.0,wk ahead inc case
110,02,2022-03-05,2048.0,wk ahead inc case
111,02,2022-03-12,2328.0,wk ahead inc case
112,02,2022-03-19,1464.0,wk ahead inc case
113,02,2022-03-26,933.0,wk ahead inc case
114,02,2022-04-02,1896.0,wk ahead inc case
115,02,2022-04-09,929.0,wk ahead inc case
116,02,2022-04-16,1278.0,wk ahead inc case
117,01,2020-01-25,0.0,wk ahead inc case
118,01,2020-02-01,0.0,wk ahead inc case
119,01,2020-02-08,0.0,wk ahead inc case
120,01,2020-02-15,0.0,wk ahead inc case
121,01,2020-02-22,0.0,wk ahead inc case
122,01,2020-02-29,0.0,wk ahead inc case
123,01,2020-03-07,0.0,wk ahead inc case
124,01,2020-03-14,15.0,wk ahead inc case
125,01,2020-03-21,134.0,wk ahead inc case
126,01,2020-03-28,652.0,wk ahead inc case
127,01,2020-04-04,926.0,wk ahead inc case
128,01,2020-04-11,1619.0,wk ahead inc case
129,01,2020-04-18,1442.0,wk ahead inc case
130,01,2020-04-25,1486.0,wk ahead inc case
131,01,2020-05-02,1426.0,wk ahead inc case
132,01,2020-05-09,2020.0,wk ahead inc case
133,01,2020-05-16,2108.0,wk ahead inc case
134,01,2020-05-23,2500.0,wk ahead inc case
135,01,2020-05-30,3361.0,wk ahead inc case
136,01,2020-06-06,2666.0,wk ahead inc case
137,01,2020-06-13,5009.0,wk ahead inc case
138,01,2020-06-20,4319.0,wk ahead inc case
139,01,2020-06-27,5400.0,wk ahead inc case
140,01,2020-07-04,8133.0,wk ahead inc case
141,01,2020-07-11,9586.0,wk ahead inc case
142,01,2020-07-18,13379.0,wk ahead inc case
143,01,2020-07-25,12007.0,wk ahead inc case
144,01,2020-08-01,12111.0,wk ahead inc case
145,01,2020-08-08,9555.0,wk ahead inc case
146,01,2020-08-15,7072.0,wk ahead inc case
147,01,2020-08-22,7883.0,wk ahead inc case
148,01,2020-08-29,9346.0,wk ahead inc case
149,01,2020-09-05,6759.0,wk ahead inc case
150,01,2020-09-12,6252.0,wk ahead inc case
151,01,2020-09-19,6412.0,wk ahead inc case
152,01,2020-09-26,7387.0,wk ahead inc case
153,01,2020-10-03,7216.0,wk ahead inc case
154,01,2020-10-10,6517.0,wk ahead inc case
155,01,2020-10-17,7439.0,wk ahead inc case
156,01,2020-10-24,11694.0,wk ahead inc case
157,01,2020-10-31,9782.0,wk ahead inc case
158,01,2020-11-07,9905.0,wk ahead inc case
159,01,2020-11-14,12325.0,wk ahead inc case
160,01,2020-11-21,14865.0,wk ahead inc case
161,01,2020-11-28,14285.0,wk ahead inc case
162,01,2020-12-05,22596.0,wk ahead inc case
163,01,2020-12-12,25252.0,wk ahead inc case
164,01,2020-12-19,27063.0,wk ahead inc case
165,01,2020-12-26,23554.0,wk ahead inc case
166,01,2021-01-02,26000.0,wk ahead inc case
167,01,2021-01-09,29692.0,wk ahead inc case
168,01,2021-01-16,21531.0,wk ahead inc case
169,01,2021-01-23,18761.0,wk ahead inc case
170,01,2021-01-30,16140.0,wk ahead inc case
171,01,2021-02-06,15729.0,wk ahead inc case
172,01,2021-02-13,8545.0,wk ahead inc case
173,01,2021-02-20,6130.0,wk ahead inc case
174,01,2021-02-27,6697.0,wk ahead inc case
175,01,2021-03-06,6728.0,wk ahead inc case
176,01,2021-03-13,3894.0,wk ahead inc case
177,01,2021-03-20,7782.0,wk ahead inc case
178,01,2021-03-27,2985.0,wk ahead inc case
179,01,2021-04-03,2543.0,wk ahead inc case
180,01,2021-04-10,1973.0,wk ahead inc case
181,01,2021-04-17,3543.0,wk ahead inc case
182,01,2021-04-24,3767.0,wk ahead inc case
183,01,2021-05-01,2411.0,wk ahead inc case
184,01,2021-05-08,2435.0,wk ahead inc case
185,01,2021-05-15,9085.0,wk ahead inc case
186,01,2021-05-22,2099.0,wk ahead inc case
187,01,2021-05-29,1477.0,wk ahead inc case
188,01,2021-06-05,2180.0,wk ahead inc case
189,01,2021-06-12,1738.0,wk ahead inc case
190,01,2021-06-19,1334.0,wk ahead inc case
191,01,2021-06-26,1277.0,wk ahead inc case
192,01,2021-07-03,1364.0,wk ahead inc case
193,01,2021-07-10,3307.0,wk ahead inc case
194,01,2021-07-17,4873.0,wk ahead inc case
195,01,2021-07-24,9653.0,wk ahead inc case
196,01,2021-07-31,16476.0,wk ahead inc case
197,01,2021-08-07,21602.0,wk ahead inc case
198,01,2021-08-14,20696.0,wk ahead inc case
199,01,2021-08-21,31845.0,wk ahead inc case
200,01,2021-08-28,28268.0,wk ahead inc case
201,01,2021-09-04,31262.0,wk ahead inc case
202,01,2021-09-11,26532.0,wk ahead inc case
203,01,2021-09-18,22489.0,wk ahead inc case
204,01,2021-09-25,19120.0,wk ahead inc case
205,01,2021-10-02,12379.0,wk ahead inc case
206,01,2021-10-09,7679.0,wk ahead inc case
207,01,2021-10-16,6002.0,wk ahead inc case
208,01,2021-10-23,6116.0,wk ahead inc case
209,01,2021-10-30,12056.0,wk ahead inc case
210,01,2021-11-06,4087.0,wk ahead inc case
211,01,2021-11-13,3696.0,wk ahead inc case
212,01,2021-11-20,3200.0,wk ahead inc case
213,01,2021-11-27,2315.0,wk ahead inc case
214,01,2021-12-04,3186.0,wk ahead inc case
215,01,2021-12-11,3813.0,wk ahead inc case
216,01,2021-12-18,5342.0,wk ahead inc case
217,01,2021-12-25,10793.0,wk ahead inc case
218,01,2022-01-01,28529.0,wk ahead inc case
219,01,2022-01-08,69566.0,wk ahead inc case
220,01,2022-01-15,38442.0,wk ahead inc case
221,01,2022-01-22,132765.0,wk ahead inc case
222,01,2022-01-29,68921.0,wk ahead inc case
223,01,2022-02-05,36112.0,wk ahead inc case
224,01,2022-02-12,19598.0,wk ahead inc case
225,01,2022-02-19,10590.0,wk ahead inc case
226,01,2022-02-26,6398.0,wk ahead inc case
227,01,2022-03-05,3939.0,wk ahead inc case
228,01,2022-03-12,6054.0,wk ahead inc case
229,01,2022-03-19,2187.0,wk ahead inc case
230,01,2022-03-26,1322.0,wk ahead inc case
231,01,2022-04-02,2960.0,wk ahead inc case
232,01,2022-04-09,1262.0,wk ahead inc case
233,01,2022-04-16,1139.0,wk ahead inc case
234,05,2020-01-25,0.0,wk ahead inc case
235,05,2020-02-01,0.0,wk ahead inc case
236,05,2020-02-08,0.0,wk ahead inc case
237,05,2020-02-15,0.0,wk ahead inc case
238,05,2020-02-22,0.0,wk ahead inc case
239,05,2020-02-29,0.0,wk ahead inc case
240,05,2020-03-07,0.0,wk ahead inc case
241,05,2020-03-14,12.0,wk ahead inc case
242,05,2020-03-21,110.0,wk ahead inc case
243,05,2020-03-28,287.0,wk ahead inc case
244,05,2020-04-04,334.0,wk ahead inc case
245,05,2020-04-11,485.0,wk ahead inc case
246,05,2020-04-18,516.0,wk ahead inc case
247,05,2020-04-25,1167.0,wk ahead inc case
248,05,2020-05-02,461.0,wk ahead inc case
249,05,2020-05-09,375.0,wk ahead inc case
250,05,2020-05-16,831.0,wk ahead inc case
251,05,2020-05-23,1197.0,wk ahead inc case
252,05,2020-05-30,1238.0,wk ahead inc case
253,05,2020-06-06,2088.0,wk ahead inc case
254,05,2020-06-13,2994.0,wk ahead inc case
255,05,2020-06-20,3047.0,wk ahead inc case
256,05,2020-06-27,4168.0,wk ahead inc case
257,05,2020-07-04,3899.0,wk ahead inc case
258,05,2020-07-11,4655.0,wk ahead inc case
259,05,2020-07-18,4669.0,wk ahead inc case
260,05,2020-07-25,5448.0,wk ahead inc case
261,05,2020-08-01,5192.0,wk ahead inc case
262,05,2020-08-08,5638.0,wk ahead inc case
263,05,2020-08-15,3181.0,wk ahead inc case
264,05,2020-08-22,4207.0,wk ahead inc case
265,05,2020-08-29,4179.0,wk ahead inc case
266,05,2020-09-05,4312.0,wk ahead inc case
267,05,2020-09-12,5020.0,wk ahead inc case
268,05,2020-09-19,5450.0,wk ahead inc case
269,05,2020-09-26,5595.0,wk ahead inc case
270,05,2020-10-03,5770.0,wk ahead inc case
271,05,2020-10-10,5695.0,wk ahead inc case
272,05,2020-10-17,6202.0,wk ahead inc case
273,05,2020-10-24,6896.0,wk ahead inc case
274,05,2020-10-31,6872.0,wk ahead inc case
275,05,2020-11-07,8638.0,wk ahead inc case
276,05,2020-11-14,11338.0,wk ahead inc case
277,05,2020-11-21,11655.0,wk ahead inc case
278,05,2020-11-28,11205.0,wk ahead inc case
279,05,2020-12-05,14356.0,wk ahead inc case
280,05,2020-12-12,14870.0,wk ahead inc case
281,05,2020-12-19,15862.0,wk ahead inc case
282,05,2020-12-26,13855.0,wk ahead inc case
283,05,2021-01-02,17473.0,wk ahead inc case
284,05,2021-01-09,20304.0,wk ahead inc case
285,05,2021-01-16,18432.0,wk ahead inc case
286,05,2021-01-23,12817.0,wk ahead inc case
287,05,2021-01-30,11392.0,wk ahead inc case
288,05,2021-02-06,11677.0,wk ahead inc case
289,05,2021-02-13,6498.0,wk ahead inc case
290,05,2021-02-20,2668.0,wk ahead inc case
291,05,2021-02-27,3965.0,wk ahead inc case
292,05,2021-03-06,5458.0,wk ahead inc case
293,05,2021-03-13,2160.0,wk ahead inc case
294,05,2021-03-20,1734.0,wk ahead inc case
295,05,2021-03-27,1313.0,wk ahead inc case
296,05,2021-04-03,1110.0,wk ahead inc case
297,05,2021-04-10,1083.0,wk ahead inc case
298,05,2021-04-17,1354.0,wk ahead inc case
299,05,2021-04-24,1235.0,wk ahead inc case
300,05,2021-05-01,1326.0,wk ahead inc case
301,05,2021-05-08,1447.0,wk ahead inc case
302,05,2021-05-15,1272.0,wk ahead inc case
303,05,2021-05-22,1353.0,wk ahead inc case
304,05,2021-05-29,1250.0,wk ahead inc case
305,05,2021-06-05,1055.0,wk ahead inc case
306,05,2021-06-12,1528.0,wk ahead inc case
307,05,2021-06-19,1599.0,wk ahead inc case
308,05,2021-06-26,1782.0,wk ahead inc case
309,05,2021-07-03,3325.0,wk ahead inc case
310,05,2021-07-10,4881.0,wk ahead inc case
311,05,2021-07-17,7120.0,wk ahead inc case
312,05,2021-07-24,11748.0,wk ahead inc case
313,05,2021-07-31,12124.0,wk ahead inc case
314,05,2021-08-07,16456.0,wk ahead inc case
315,05,2021-08-14,15382.0,wk ahead inc case
316,05,2021-08-21,15737.0,wk ahead inc case
317,05,2021-08-28,14569.0,wk ahead inc case
318,05,2021-09-04,14127.0,wk ahead inc case
319,05,2021-09-11,11162.0,wk ahead inc case
320,05,2021-09-18,10432.0,wk ahead inc case
321,05,2021-09-25,7916.0,wk ahead inc case
322,05,2021-10-02,5343.0,wk ahead inc case
323,05,2021-10-09,4829.0,wk ahead inc case
324,05,2021-10-16,4168.0,wk ahead inc case
325,05,2021-10-23,3426.0,wk ahead inc case
326,05,2021-10-30,2995.0,wk ahead inc case
327,05,2021-11-06,2985.0,wk ahead inc case
328,05,2021-11-13,3474.0,wk ahead inc case
329,05,2021-11-20,4413.0,wk ahead inc case
330,05,2021-11-27,3347.0,wk ahead inc case
331,05,2021-12-04,5760.0,wk ahead inc case
332,05,2021-12-11,5235.0,wk ahead inc case
333,05,2021-12-18,5034.0,wk ahead inc case
334,05,2021-12-25,6749.0,wk ahead inc case
335,05,2022-01-01,20650.0,wk ahead inc case
336,05,2022-01-08,42373.0,wk ahead inc case
337,05,2022-01-15,62776.0,wk ahead inc case
338,05,2022-01-22,59044.0,wk ahead inc case
339,05,2022-01-29,33227.0,wk ahead inc case
340,05,2022-02-05,25300.0,wk ahead inc case
341,05,2022-02-12,12715.0,wk ahead inc case
342,05,2022-02-19,7849.0,wk ahead inc case
343,05,2022-02-26,5006.0,wk ahead inc case
344,05,2022-03-05,3969.0,wk ahead inc case
345,05,2022-03-12,3301.0,wk ahead inc case
346,05,2022-03-19,3819.0,wk ahead inc case
347,05,2022-03-26,2495.0,wk ahead inc case
348,05,2022-04-02,575.0,wk ahead inc case
349,05,2022-04-09,565.0,wk ahead inc case
350,05,2022-04-16,545.0,wk ahead inc case
351,60,2020-02-22,0.0,wk ahead inc case
352,60,2020-02-29,0.0,wk ahead inc case
353,60,2020-03-07,0.0,wk ahead inc case
354,60,2020-03-14,0.0,wk ahead inc case
355,60,2020-03-21,0.0,wk ahead inc case
356,60,2020-03-28,0.0,wk ahead inc case
357,60,2020-04-04,0.0,wk ahead inc case
358,60,2020-04-11,0.0,wk ahead inc case
359,60,2020-04-18,0.0,wk ahead inc case
360,60,2020-04-25,0.0,wk ahead inc case
361,60,2020-05-02,0.0,wk ahead inc case
362,60,2020-05-09,0.0,wk ahead inc case
363,60,2020-05-16,0.0,wk ahead inc case
364,60,2020-05-23,0.0,wk ahead inc case
365,60,2020-05-30,0.0,wk ahead inc case
366,60,2020-06-06,0.0,wk ahead inc case
367,60,2020-06-13,0.0,wk ahead inc case
368,60,2020-06-20,0.0,wk ahead inc case
369,60,2020-06-27,0.0,wk ahead inc case
370,60,2020-07-04,0.0,wk ahead inc case
371,60,2020-07-11,0.0,wk ahead inc case
372,60,2020-07-18,0.0,wk ahead inc case
373,60,2020-07-25,0.0,wk ahead inc case
374,60,2020-08-01,0.0,wk ahead inc case
375,60,2020-08-08,0.0,wk ahead inc case
376,60,2020-08-15,0.0,wk ahead inc case
377,60,2020-08-22,0.0,wk ahead inc case
378,60,2020-08-29,0.0,wk ahead inc case
379,60,2020-09-05,0.0,wk ahead inc case
380,60,2020-09-12,0.0,wk ahead inc case
381,60,2020-09-19,0.0,wk ahead inc case
382,60,2020-09-26,0.0,wk ahead inc case
383,60,2020-10-03,0.0,wk ahead inc case
384,60,2020-10-10,0.0,wk ahead inc case
385,60,2020-10-17,0.0,wk ahead inc case
386,60,2020-10-24,0.0,wk ahead inc case
387,60,2020-10-31,0.0,wk ahead inc case
388,60,2020-11-07,0.0,wk ahead inc case
389,60,2020-11-14,0.0,wk ahead inc case
390,60,2020-11-21,0.0,wk ahead inc case
391,60,2020-11-28,0.0,wk ahead inc case
392,60,2020-12-05,0.0,wk ahead inc case
393,60,2020-12-12,0.0,wk ahead inc case
394,60,2020-12-19,0.0,wk ahead inc case
395,60,2020-12-26,0.0,wk ahead inc case
396,60,2021-01-02,0.0,wk ahead inc case
397,60,2021-01-09,0.0,wk ahead inc case
398,60,2021-01-16,0.0,wk ahead inc case
399,60,2021-01-23,0.0,wk ahead inc case
400,60,2021-01-30,0.0,wk ahead inc case
401,60,2021-02-06,0.0,wk ahead inc case
402,60,2021-02-13,0.0,wk ahead inc case
403,60,2021-02-20,0.0,wk ahead inc case
404,60,2021-02-27,0.0,wk ahead inc case
405,60,2021-03-06,0.0,wk ahead inc case
406,60,2021-03-13,0.0,wk ahead inc case
407,60,2021-03-20,0.0,wk ahead inc case
408,60,2021-03-27,0.0,wk ahead inc case
409,60,2021-04-03,0.0,wk ahead inc case
410,60,2021-04-10,0.0,wk ahead inc case
411,60,2021-04-17,0.0,wk ahead inc case
412,60,2021-04-24,0.0,wk ahead inc case
413,60,2021-05-01,0.0,wk ahead inc case
414,60,2021-05-08,0.0,wk ahead inc case
415,60,2021-05-15,0.0,wk ahead inc case
416,60,2021-05-22,0.0,wk ahead inc case
417,60,2021-05-29,0.0,wk ahead inc case
418,60,2021-06-05,0.0,wk ahead inc case
419,60,2021-06-12,0.0,wk ahead inc case
420,60,2021-06-19,0.0,wk ahead inc case
421,60,2021-06-26,0.0,wk ahead inc case
422,60,2021-07-03,0.0,wk ahead inc case
423,60,2021-07-10,0.0,wk ahead inc case
424,60,2021-07-17,0.0,wk ahead inc case
425,60,2021-07-24,0.0,wk ahead inc case
426,60,2021-07-31,0.0,wk ahead inc case
427,60,2021-08-07,0.0,wk ahead inc case
428,60,2021-08-14,0.0,wk ahead inc case
429,60,2021-08-21,0.0,wk ahead inc case
430,60,2021-08-28,0.0,wk ahead inc case
431,60,2021-09-04,0.0,wk ahead inc case
432,60,2021-09-11,0.0,wk ahead inc case
433,60,2021-09-18,0.0,wk ahead inc case
434,60,2021-09-25,1.0,wk ahead inc case
435,60,2021-10-02,0.0,wk ahead inc case
436,60,2021-10-09,2.0,wk ahead inc case
437,60,2021-10-16,0.0,wk ahead inc case
438,60,2021-10-23,1.0,wk ahead inc case
439,60,2021-10-30,0.0,wk ahead inc case
440,60,2021-11-06,0.0,wk ahead inc case
441,60,2021-11-13,1.0,wk ahead inc case
442,60,2021-11-20,0.0,wk ahead inc case
443,60,2021-11-27,0.0,wk ahead inc case
444,60,2021-12-04,5.0,wk ahead inc case
445,60,2021-12-11,0.0,wk ahead inc case
446,60,2021-12-18,0.0,wk ahead inc case
447,60,2021-12-25,1.0,wk ahead inc case
448,60,2022-01-01,0.0,wk ahead inc case
449,60,2022-01-08,7.0,wk ahead inc case
450,60,2022-01-15,0.0,wk ahead inc case
451,60,2022-01-22,0.0,wk ahead inc case
452,60,2022-01-29,0.0,wk ahead inc case
453,60,2022-02-05,17.0,wk ahead inc case
454,60,2022-02-12,22.0,wk ahead inc case
455,60,2022-02-19,0.0,wk ahead inc case
456,60,2022-02-26,27.0,wk ahead inc case
457,60,2022-03-05,112.0,wk ahead inc case
458,60,2022-03-12,247.0,wk ahead inc case
459,60,2022-03-19,623.0,wk ahead inc case
460,60,2022-03-26,1196.0,wk ahead inc case
461,60,2022-04-02,1555.0,wk ahead inc case
462,60,2022-04-09,1201.0,wk ahead inc case
463,60,2022-04-16,518.0,wk ahead inc case
464,04,2020-01-25,0.0,wk ahead inc case
465,04,2020-02-01,1.0,wk ahead inc case
466,04,2020-02-08,0.0,wk ahead inc case
467,04,2020-02-15,0.0,wk ahead inc case
468,04,2020-02-22,0.0,wk ahead inc case
469,04,2020-02-29,0.0,wk ahead inc case
470,04,2020-03-07,3.0,wk ahead inc case
471,04,2020-03-14,8.0,wk ahead inc case
472,04,2020-03-21,92.0,wk ahead inc case
473,04,2020-03-28,669.0,wk ahead inc case
474,04,2020-04-04,1246.0,wk ahead inc case
475,04,2020-04-11,1374.0,wk ahead inc case
476,04,2020-04-18,1331.0,wk ahead inc case
477,04,2020-04-25,1562.0,wk ahead inc case
478,04,2020-05-02,2078.0,wk ahead inc case
479,04,2020-05-09,2596.0,wk ahead inc case
480,04,2020-05-16,2706.0,wk ahead inc case
481,04,2020-05-23,2387.0,wk ahead inc case
482,04,2020-05-30,3205.0,wk ahead inc case
483,04,2020-06-06,6193.0,wk ahead inc case
484,04,2020-06-13,9209.0,wk ahead inc case
485,04,2020-06-20,15467.0,wk ahead inc case
486,04,2020-06-27,19997.0,wk ahead inc case
487,04,2020-07-04,24443.0,wk ahead inc case
488,04,2020-07-11,25363.0,wk ahead inc case
489,04,2020-07-18,21335.0,wk ahead inc case
490,04,2020-07-25,18776.0,wk ahead inc case
491,04,2020-08-01,16961.0,wk ahead inc case
492,04,2020-08-08,9105.0,wk ahead inc case
493,04,2020-08-15,6547.0,wk ahead inc case
494,04,2020-08-22,5241.0,wk ahead inc case
495,04,2020-08-29,3392.0,wk ahead inc case
496,04,2020-09-05,4230.0,wk ahead inc case
497,04,2020-09-12,2611.0,wk ahead inc case
498,04,2020-09-19,5423.0,wk ahead inc case
499,04,2020-09-26,3275.0,wk ahead inc case
500,04,2020-10-03,3573.0,wk ahead inc case
501,04,2020-10-10,4579.0,wk ahead inc case
502,04,2020-10-17,5481.0,wk ahead inc case
503,04,2020-10-24,6313.0,wk ahead inc case
504,04,2020-10-31,9174.0,wk ahead inc case
505,04,2020-11-07,11438.0,wk ahead inc case
506,04,2020-11-14,15669.0,wk ahead inc case
507,04,2020-11-21,22281.0,wk ahead inc case
508,04,2020-11-28,27440.0,wk ahead inc case
509,04,2020-12-05,36126.0,wk ahead inc case
510,04,2020-12-12,43689.0,wk ahead inc case
511,04,2020-12-19,45642.0,wk ahead inc case
512,04,2020-12-26,44810.0,wk ahead inc case
513,04,2021-01-02,46109.0,wk ahead inc case
514,04,2021-01-09,68195.0,wk ahead inc case
515,04,2021-01-16,59556.0,wk ahead inc case
516,04,2021-01-23,48456.0,wk ahead inc case
517,04,2021-01-30,38022.0,wk ahead inc case
518,04,2021-02-06,25714.0,wk ahead inc case
519,04,2021-02-13,16230.0,wk ahead inc case
520,04,2021-02-20,10840.0,wk ahead inc case
521,04,2021-02-27,9544.0,wk ahead inc case
522,04,2021-03-06,9412.0,wk ahead inc case
523,04,2021-03-13,6975.0,wk ahead inc case
524,04,2021-03-20,3671.0,wk ahead inc case
525,04,2021-03-27,3569.0,wk ahead inc case
526,04,2021-04-03,4504.0,wk ahead inc case
527,04,2021-04-10,5183.0,wk ahead inc case
528,04,2021-04-17,4029.0,wk ahead inc case
529,04,2021-04-24,5026.0,wk ahead inc case
530,04,2021-05-01,5495.0,wk ahead inc case
531,04,2021-05-08,4811.0,wk ahead inc case
532,04,2021-05-15,4114.0,wk ahead inc case
533,04,2021-05-22,3915.0,wk ahead inc case
534,04,2021-05-29,4055.0,wk ahead inc case
535,04,2021-06-05,2848.0,wk ahead inc case
536,04,2021-06-12,3090.0,wk ahead inc case
537,04,2021-06-19,2938.0,wk ahead inc case
538,04,2021-06-26,3369.0,wk ahead inc case
539,04,2021-07-03,3807.0,wk ahead inc case
540,04,2021-07-10,4118.0,wk ahead inc case
541,04,2021-07-17,5480.0,wk ahead inc case
542,04,2021-07-24,9544.0,wk ahead inc case
543,04,2021-07-31,11575.0,wk ahead inc case
544,04,2021-08-07,16180.0,wk ahead inc case
545,04,2021-08-14,18995.0,wk ahead inc case
546,04,2021-08-21,20365.0,wk ahead inc case
547,04,2021-08-28,22989.0,wk ahead inc case
548,04,2021-09-04,21595.0,wk ahead inc case
549,04,2021-09-11,18476.0,wk ahead inc case
550,04,2021-09-18,18511.0,wk ahead inc case
551,04,2021-09-25,17444.0,wk ahead inc case
552,04,2021-10-02,18377.0,wk ahead inc case
553,04,2021-10-09,16252.0,wk ahead inc case
554,04,2021-10-16,15557.0,wk ahead inc case
555,04,2021-10-23,16364.0,wk ahead inc case
556,04,2021-10-30,17720.0,wk ahead inc case
557,04,2021-11-06,20417.0,wk ahead inc case
558,04,2021-11-13,24856.0,wk ahead inc case
559,04,2021-11-20,26916.0,wk ahead inc case
560,04,2021-11-27,24325.0,wk ahead inc case
561,04,2021-12-04,25660.0,wk ahead inc case
562,04,2021-12-11,24724.0,wk ahead inc case
563,04,2021-12-18,21103.0,wk ahead inc case
564,04,2021-12-25,20647.0,wk ahead inc case
565,04,2022-01-01,35000.0,wk ahead inc case
566,04,2022-01-08,71925.0,wk ahead inc case
